dpr_id,project_title,department,region,duration,estimated_cost,fund_allocation,contingency,start_date,end_date,num_employees,state,district,risk_zone,guidelines_followed,risk_label,recommendation_type,recommendation_description,recommendation_priority,contingency_ratio,duration_months,num_machinery,num_materials,compliance_score,missing_docs_count
DPR_0518,Infrastructure Development Project 389,Road Construction Department,Region 8,12 months,₹261 crore,₹86 crore,₹6 crore,14-04-2026,14-10-2029,166,Arunachal Pradesh,Shillong,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.022988506,12,3,4,0,2
DPR_0519,Infrastructure Development Project 790,Water Resources Department,Region 3,30 months,₹317 crore,₹147 crore,₹14 crore,11-07-2025,14-01-2027,49,Arunachal Pradesh,Gangtok,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.044164038,30,2,2,1,0
DPR_0520,Infrastructure Development Project 664,Water Resources Department,Region 2,35 months,₹261 crore,₹303 crore,₹11 crore,09-04-2024,22-07-2027,198,Meghalaya,Agartala,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.042145594,35,3,5,0,1
DPR_0521,Infrastructure Development Project 995,Water Resources Department,Region 4,20 months,₹64 crore,₹428 crore,₹9 crore,13-12-2025,07-01-2028,191,Mizoram,Dispur,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.140625,20,2,2,1,0
DPR_0522,Infrastructure Development Project 792,Public Works Department,Region 1,24 months,₹412 crore,₹194 crore,₹16 crore,16-11-2026,14-11-2027,45,Tripura,Dispur,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.038834951,24,3,2,1,0
DPR_0523,Infrastructure Development Project 962,Water Resources Department,Region 10,17 months,₹318 crore,₹78 crore,₹4 crore,27-06-2024,09-09-2029,119,Sikkim,Aizawl,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.012578616,17,4,3,0,0
DPR_0524,Infrastructure Development Project 500,Rural Development Department,Region 8,6 months,₹176 crore,₹447 crore,₹13 crore,17-03-2024,09-01-2029,112,Arunachal Pradesh,Guwahati,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.073863636,6,4,2,0,2
DPR_0525,Infrastructure Development Project 904,Urban Development Department,Region 3,30 months,₹237 crore,₹236 crore,₹2 crore,03-12-2024,08-07-2028,18,Nagaland,Imphal,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.008438819,30,2,3,0,1
DPR_0526,Infrastructure Development Project 614,Rural Development Department,Region 3,30 months,₹336 crore,₹426 crore,₹17 crore,18-09-2026,18-12-2027,76,Nagaland,Kohima,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.050595238,30,5,5,0,0
DPR_0527,Infrastructure Development Project 974,Rural Development Department,Region 2,31 months,₹357 crore,₹256 crore,₹5 crore,09-12-2025,14-05-2028,160,Manipur,Gangtok,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.014005602,31,5,3,1,0
DPR_0528,Infrastructure Development Project 491,Water Resources Department,Region 7,10 months,₹396 crore,₹199 crore,₹16 crore,20-01-2026,06-07-2027,65,Tripura,Shillong,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.04040404,10,4,5,0,1
DPR_0529,Infrastructure Development Project 726,Urban Development Department,Region 6,11 months,₹321 crore,₹83 crore,₹13 crore,22-10-2024,26-04-2029,44,Tripura,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.040498442,11,4,2,1,0
DPR_0530,Infrastructure Development Project 800,Public Works Department,Region 5,9 months,₹262 crore,₹371 crore,₹3 crore,11-01-2024,17-04-2029,143,Tripura,Gangtok,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011450382,9,2,2,1,0
DPR_0531,Infrastructure Development Project 783,Rural Development Department,Region 6,23 months,₹74 crore,₹157 crore,₹8 crore,13-05-2026,13-05-2027,106,Tripura,Guwahati,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.108108108,23,4,2,1,2
DPR_0532,Infrastructure Development Project 630,Road Construction Department,Region 7,29 months,₹404 crore,₹318 crore,₹3 crore,14-08-2024,24-08-2029,56,Tripura,Gangtok,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.007425743,29,4,2,0,0
DPR_0533,Infrastructure Development Project 544,Water Resources Department,Region 2,17 months,₹386 crore,₹75 crore,₹7 crore,20-10-2025,16-02-2028,26,Nagaland,Itanagar,Connectivity,FALSE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.018134715,17,4,5,0,2
DPR_0534,Infrastructure Development Project 541,Water Resources Department,Region 6,30 months,₹130 crore,₹381 crore,₹18 crore,01-02-2026,25-04-2027,55,Assam,Agartala,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.138461538,30,2,2,0,2
DPR_0535,Infrastructure Development Project 988,Urban Development Department,Region 1,34 months,₹348 crore,₹128 crore,₹10 crore,24-07-2026,21-07-2028,111,Meghalaya,Kohima,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028735632,34,5,4,1,0
DPR_0536,Infrastructure Development Project 808,Road Construction Department,Region 10,22 months,₹212 crore,₹51 crore,₹15 crore,11-05-2026,13-12-2027,166,Mizoram,Aizawl,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.070754717,22,4,3,1,0
DPR_0537,Infrastructure Development Project 985,Rural Development Department,Region 2,19 months,₹280 crore,₹402 crore,₹6 crore,23-11-2026,12-05-2028,34,Meghalaya,Itanagar,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.021428571,19,4,2,1,0
DPR_0538,Infrastructure Development Project 497,Urban Development Department,Region 8,27 months,₹309 crore,₹194 crore,₹12 crore,18-10-2025,16-08-2027,184,Arunachal Pradesh,Guwahati,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.038834951,27,2,5,0,0
DPR_0539,Infrastructure Development Project 464,Public Works Department,Region 6,24 months,₹183 crore,₹310 crore,₹11 crore,05-02-2024,17-03-2029,193,Tripura,Gangtok,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.06010929,24,3,5,1,0
DPR_0540,Infrastructure Development Project 558,Urban Development Department,Region 10,16 months,₹468 crore,₹384 crore,₹8 crore,07-04-2025,11-11-2029,72,Meghalaya,Gangtok,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017094017,16,4,4,0,0
DPR_0541,Infrastructure Development Project 318,Water Resources Department,Region 3,8 months,₹397 crore,₹380 crore,₹8 crore,25-07-2024,23-11-2029,30,Manipur,Shillong,Flood,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.020151134,8,4,5,1,0
DPR_0542,Infrastructure Development Project 253,Public Works Department,Region 10,6 months,₹352 crore,₹400 crore,₹7 crore,24-12-2024,06-02-2027,153,Meghalaya,Kohima,Connectivity,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.019886364,6,2,5,1,2
DPR_0543,Infrastructure Development Project 612,Public Works Department,Region 4,14 months,₹69 crore,₹429 crore,₹12 crore,26-02-2025,10-01-2027,171,Mizoram,Shillong,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.173913043,14,5,5,0,0
DPR_0544,Infrastructure Development Project 913,Public Works Department,Region 1,21 months,₹434 crore,₹215 crore,₹15 crore,28-11-2025,08-04-2027,180,Manipur,Imphal,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.034562212,21,5,3,1,0
DPR_0545,Infrastructure Development Project 667,Urban Development Department,Region 7,6 months,₹472 crore,₹127 crore,₹16 crore,21-10-2024,26-06-2029,58,Tripura,Imphal,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.033898305,6,5,2,1,0
DPR_0546,Infrastructure Development Project 567,Water Resources Department,Region 6,34 months,₹260 crore,₹187 crore,₹18 crore,22-09-2024,11-10-2028,20,Tripura,Gangtok,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.069230769,34,3,3,0,0
DPR_0547,Infrastructure Development Project 785,Public Works Department,Region 4,30 months,₹136 crore,₹320 crore,₹6 crore,11-05-2025,17-07-2029,17,Meghalaya,Shillong,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.044117647,30,5,4,0,0
DPR_0548,Infrastructure Development Project 642,Public Works Department,Region 9,26 months,₹292 crore,₹292 crore,₹6 crore,11-05-2025,27-02-2028,80,Mizoram,Guwahati,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.020547945,26,5,4,1,2
DPR_0549,Infrastructure Development Project 656,Public Works Department,Region 5,30 months,₹349 crore,₹273 crore,₹7 crore,23-06-2026,12-08-2029,154,Nagaland,Shillong,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.020057307,30,5,2,0,0
DPR_0550,Infrastructure Development Project 708,Road Construction Department,Region 4,31 months,₹342 crore,₹322 crore,₹10 crore,10-12-2024,12-06-2028,161,Assam,Agartala,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.029239766,31,3,4,0,0
DPR_0551,Infrastructure Development Project 881,Rural Development Department,Region 1,11 months,₹483 crore,₹236 crore,₹19 crore,02-11-2024,09-09-2028,85,Sikkim,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.039337474,11,3,2,0,0
DPR_0552,Infrastructure Development Project 870,Water Resources Department,Region 5,17 months,₹431 crore,₹300 crore,₹16 crore,05-08-2024,17-06-2028,38,Assam,Dispur,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.03712297,17,3,4,0,0
DPR_0553,Infrastructure Development Project 303,Road Construction Department,Region 2,6 months,₹247 crore,₹117 crore,₹19 crore,15-03-2025,19-06-2027,10,Meghalaya,Dispur,Landslide,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.076923077,6,3,3,1,0
DPR_0554,Infrastructure Development Project 494,Water Resources Department,Region 1,32 months,₹461 crore,₹355 crore,₹19 crore,11-08-2025,10-07-2028,152,Manipur,Itanagar,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.041214751,32,4,4,1,1
DPR_0555,Infrastructure Development Project 566,Road Construction Department,Region 9,32 months,₹476 crore,₹434 crore,₹2 crore,05-10-2024,19-01-2029,149,Arunachal Pradesh,Itanagar,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.004201681,32,4,2,0,1
DPR_0556,Infrastructure Development Project 134,Urban Development Department,Region 3,36 months,₹96 crore,₹396 crore,₹14 crore,10-07-2025,12-03-2028,168,Assam,Agartala,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.145833333,36,4,5,1,0
DPR_0557,Infrastructure Development Project 136,Rural Development Department,Region 8,24 months,₹326 crore,₹174 crore,₹4 crore,23-05-2025,09-05-2027,194,Assam,Aizawl,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.012269939,24,4,4,0,2
DPR_0558,Infrastructure Development Project 573,Urban Development Department,Region 5,6 months,₹233 crore,₹50 crore,₹15 crore,25-02-2025,03-08-2028,105,Manipur,Aizawl,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.064377682,6,3,2,1,0
DPR_0559,Infrastructure Development Project 879,Public Works Department,Region 1,20 months,₹433 crore,₹216 crore,₹9 crore,22-01-2025,06-02-2027,142,Nagaland,Guwahati,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.020785219,20,5,5,1,0
DPR_0560,Infrastructure Development Project 377,Urban Development Department,Region 7,34 months,₹455 crore,₹285 crore,₹10 crore,06-02-2025,21-04-2028,68,Arunachal Pradesh,Imphal,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.021978022,34,4,4,0,0
DPR_0561,Infrastructure Development Project 602,Rural Development Department,Region 7,31 months,₹254 crore,₹89 crore,₹5 crore,25-06-2025,01-01-2028,84,Sikkim,Shillong,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.019685039,31,4,2,0,0
DPR_0562,Infrastructure Development Project 955,Public Works Department,Region 4,24 months,₹459 crore,₹328 crore,₹5 crore,17-05-2024,18-06-2028,37,Meghalaya,Shillong,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.010893246,24,5,2,0,0
DPR_0563,Infrastructure Development Project 663,Road Construction Department,Region 3,28 months,₹482 crore,₹148 crore,₹19 crore,28-08-2026,26-12-2027,125,Tripura,Guwahati,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.039419087,28,4,2,1,0
DPR_0564,Infrastructure Development Project 739,Rural Development Department,Region 4,27 months,₹299 crore,₹93 crore,₹10 crore,13-02-2025,14-03-2029,77,Tripura,Dispur,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.033444816,27,5,3,1,0
DPR_0565,Infrastructure Development Project 543,Road Construction Department,Region 10,23 months,₹245 crore,₹97 crore,₹18 crore,20-08-2024,02-05-2028,28,Manipur,Dispur,None,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.073469388,23,4,3,1,0
DPR_0566,Infrastructure Development Project 393,Water Resources Department,Region 1,36 months,₹470 crore,₹170 crore,₹5 crore,20-08-2024,24-05-2029,145,Tripura,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.010638298,36,3,2,1,0
DPR_0567,Infrastructure Development Project 539,Road Construction Department,Region 5,13 months,₹464 crore,₹221 crore,₹15 crore,08-12-2024,08-12-2028,168,Meghalaya,Guwahati,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.032327586,13,2,3,0,0
DPR_0568,Infrastructure Development Project 899,Public Works Department,Region 7,16 months,₹335 crore,₹82 crore,₹13 crore,18-10-2025,26-11-2029,116,Mizoram,Agartala,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.03880597,16,3,5,1,0
DPR_0569,Infrastructure Development Project 978,Water Resources Department,Region 2,11 months,₹358 crore,₹137 crore,₹9 crore,11-01-2024,19-11-2029,14,Assam,Imphal,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.025139665,11,2,5,0,1
DPR_0570,Infrastructure Development Project 275,Urban Development Department,Region 8,11 months,₹87 crore,₹269 crore,₹2 crore,08-07-2025,19-12-2029,81,Mizoram,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.022988506,11,2,3,1,0
DPR_0571,Infrastructure Development Project 457,Road Construction Department,Region 9,22 months,₹284 crore,₹63 crore,₹14 crore,28-04-2026,08-09-2029,82,Tripura,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.049295775,22,5,4,0,1
DPR_0572,Infrastructure Development Project 173,Public Works Department,Region 6,16 months,₹398 crore,₹333 crore,₹6 crore,26-11-2026,19-05-2029,78,Arunachal Pradesh,Aizawl,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.015075377,16,4,3,0,0
DPR_0573,Infrastructure Development Project 967,Urban Development Department,Region 1,22 months,₹180 crore,₹67 crore,₹17 crore,24-01-2025,28-02-2029,22,Assam,Guwahati,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.094444444,22,5,4,1,0
DPR_0574,Infrastructure Development Project 391,Rural Development Department,Region 6,36 months,₹314 crore,₹419 crore,₹20 crore,12-06-2025,08-03-2027,130,Nagaland,Gangtok,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.063694268,36,5,4,0,1
DPR_0575,Infrastructure Development Project 183,Rural Development Department,Region 4,18 months,₹70 crore,₹145 crore,₹15 crore,22-07-2026,22-09-2027,139,Assam,Agartala,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.214285714,18,2,5,0,0
DPR_0576,Infrastructure Development Project 303,Rural Development Department,Region 8,13 months,₹328 crore,₹247 crore,₹8 crore,02-07-2024,24-01-2027,167,Tripura,Gangtok,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.024390244,13,5,3,1,0
DPR_0577,Infrastructure Development Project 140,Rural Development Department,Region 8,20 months,₹158 crore,₹427 crore,₹15 crore,23-10-2024,24-11-2027,37,Assam,Aizawl,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.094936709,20,3,2,1,0
DPR_0578,Infrastructure Development Project 411,Public Works Department,Region 8,24 months,₹70 crore,₹190 crore,₹2 crore,05-01-2024,27-03-2028,181,Tripura,Guwahati,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028571429,24,2,4,0,2
DPR_0579,Infrastructure Development Project 660,Urban Development Department,Region 2,23 months,₹219 crore,₹279 crore,₹6 crore,06-07-2025,11-10-2029,165,Arunachal Pradesh,Kohima,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.02739726,23,5,2,0,0
DPR_0580,Infrastructure Development Project 945,Road Construction Department,Region 4,23 months,₹264 crore,₹223 crore,₹12 crore,13-04-2024,25-02-2028,67,Manipur,Itanagar,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.045454545,23,2,2,0,2
DPR_0581,Infrastructure Development Project 697,Water Resources Department,Region 10,24 months,₹341 crore,₹406 crore,₹6 crore,18-07-2024,04-01-2028,169,Mizoram,Gangtok,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017595308,24,3,2,1,0
DPR_0582,Infrastructure Development Project 400,Public Works Department,Region 7,7 months,₹489 crore,₹77 crore,₹2 crore,07-08-2024,23-01-2028,145,Nagaland,Kohima,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.00408998,7,4,2,0,0
DPR_0583,Infrastructure Development Project 324,Rural Development Department,Region 8,33 months,₹472 crore,₹180 crore,₹19 crore,18-09-2025,26-08-2027,174,Tripura,Gangtok,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.040254237,33,5,5,0,0
DPR_0584,Infrastructure Development Project 840,Rural Development Department,Region 7,23 months,₹374 crore,₹435 crore,₹6 crore,05-06-2024,01-05-2027,79,Sikkim,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.016042781,23,2,2,0,0
DPR_0585,Infrastructure Development Project 729,Public Works Department,Region 10,18 months,₹481 crore,₹412 crore,₹18 crore,25-02-2026,09-06-2027,14,Meghalaya,Dispur,Connectivity,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.037422037,18,4,3,1,0
DPR_0586,Infrastructure Development Project 158,Water Resources Department,Region 3,12 months,₹256 crore,₹121 crore,₹20 crore,22-11-2026,21-08-2027,69,Assam,Gangtok,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.078125,12,5,3,0,0
DPR_0587,Infrastructure Development Project 896,Rural Development Department,Region 2,11 months,₹176 crore,₹322 crore,₹17 crore,18-04-2024,12-08-2027,130,Nagaland,Dispur,Flood,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.096590909,11,3,5,1,0
DPR_0588,Infrastructure Development Project 793,Public Works Department,Region 3,36 months,₹430 crore,₹165 crore,₹7 crore,19-08-2025,11-04-2027,137,Mizoram,Shillong,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.01627907,36,5,2,1,0
DPR_0589,Infrastructure Development Project 460,Rural Development Department,Region 2,34 months,₹154 crore,₹298 crore,₹20 crore,25-12-2024,15-05-2028,38,Sikkim,Guwahati,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.12987013,34,2,4,1,0
DPR_0590,Infrastructure Development Project 292,Public Works Department,Region 8,23 months,₹57 crore,₹72 crore,₹14 crore,20-12-2026,05-07-2029,142,Manipur,Shillong,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.245614035,23,4,2,0,0
DPR_0591,Infrastructure Development Project 110,Urban Development Department,Region 5,18 months,₹71 crore,₹409 crore,₹12 crore,15-07-2024,21-05-2028,89,Nagaland,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.169014085,18,5,2,1,0
DPR_0592,Infrastructure Development Project 678,Rural Development Department,Region 1,13 months,₹55 crore,₹376 crore,₹19 crore,27-01-2025,27-05-2028,93,Sikkim,Dispur,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.345454545,13,3,3,1,0
DPR_0593,Infrastructure Development Project 938,Water Resources Department,Region 9,24 months,₹376 crore,₹184 crore,₹2 crore,08-11-2026,13-12-2027,75,Sikkim,Itanagar,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.005319149,24,4,3,0,0
DPR_0594,Infrastructure Development Project 181,Urban Development Department,Region 8,18 months,₹488 crore,₹326 crore,₹5 crore,28-09-2026,14-05-2028,147,Sikkim,Kohima,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.010245902,18,4,2,0,0
DPR_0595,Infrastructure Development Project 359,Road Construction Department,Region 3,25 months,₹453 crore,₹315 crore,₹19 crore,19-06-2025,17-11-2028,114,Meghalaya,Guwahati,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.041942605,25,2,5,0,0
DPR_0596,Infrastructure Development Project 546,Urban Development Department,Region 2,36 months,₹472 crore,₹147 crore,₹17 crore,02-04-2024,16-11-2027,33,Nagaland,Shillong,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.036016949,36,2,2,1,2
DPR_0597,Infrastructure Development Project 369,Water Resources Department,Region 3,12 months,₹401 crore,₹169 crore,₹13 crore,04-03-2026,06-07-2029,180,Sikkim,Kohima,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.032418953,12,2,2,0,2
DPR_0598,Infrastructure Development Project 220,Road Construction Department,Region 6,23 months,₹53 crore,₹129 crore,₹17 crore,18-01-2025,11-06-2029,49,Mizoram,Kohima,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.320754717,23,3,2,1,0
DPR_0599,Infrastructure Development Project 337,Road Construction Department,Region 3,29 months,₹451 crore,₹291 crore,₹3 crore,17-04-2026,11-10-2027,104,Nagaland,Guwahati,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.006651885,29,3,4,0,0
DPR_0600,Infrastructure Development Project 611,Public Works Department,Region 4,33 months,₹199 crore,₹109 crore,₹5 crore,28-03-2024,28-06-2028,125,Mizoram,Guwahati,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.025125628,33,3,5,1,1
DPR_0601,Infrastructure Development Project 472,Public Works Department,Region 3,36 months,₹113 crore,₹269 crore,₹17 crore,07-03-2025,11-09-2027,48,Arunachal Pradesh,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.150442478,36,2,3,1,0
DPR_0602,Infrastructure Development Project 713,Public Works Department,Region 6,35 months,₹92 crore,₹294 crore,₹11 crore,04-11-2025,26-11-2027,109,Meghalaya,Itanagar,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.119565217,35,3,4,0,1
DPR_0603,Infrastructure Development Project 509,Urban Development Department,Region 10,31 months,₹56 crore,₹401 crore,₹5 crore,27-10-2025,01-02-2029,32,Assam,Guwahati,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.089285714,31,2,5,0,0
DPR_0604,Infrastructure Development Project 114,Public Works Department,Region 6,27 months,₹93 crore,₹324 crore,₹4 crore,24-10-2024,24-04-2028,196,Tripura,Dispur,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.043010753,27,5,4,0,0
DPR_0605,Infrastructure Development Project 312,Water Resources Department,Region 6,26 months,₹74 crore,₹357 crore,₹8 crore,23-02-2025,24-08-2029,91,Manipur,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.108108108,26,3,5,1,0
DPR_0606,Infrastructure Development Project 620,Public Works Department,Region 1,16 months,₹124 crore,₹194 crore,₹2 crore,27-10-2025,11-10-2027,18,Meghalaya,Kohima,Landslide,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.016129032,16,3,4,1,0
DPR_0607,Infrastructure Development Project 275,Road Construction Department,Region 1,23 months,₹86 crore,₹196 crore,₹12 crore,10-08-2025,02-07-2027,130,Manipur,Gangtok,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.139534884,23,5,5,1,0
DPR_0608,Infrastructure Development Project 849,Urban Development Department,Region 4,20 months,₹430 crore,₹410 crore,₹8 crore,27-07-2026,23-07-2029,144,Mizoram,Imphal,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.018604651,20,4,3,1,2
DPR_0609,Infrastructure Development Project 528,Public Works Department,Region 10,13 months,₹392 crore,₹241 crore,₹16 crore,03-06-2026,01-04-2028,130,Manipur,Gangtok,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.040816327,13,4,5,1,0
DPR_0610,Infrastructure Development Project 745,Urban Development Department,Region 5,31 months,₹115 crore,₹147 crore,₹6 crore,12-03-2024,26-01-2029,112,Sikkim,Itanagar,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.052173913,31,5,3,1,0
DPR_0611,Infrastructure Development Project 363,Water Resources Department,Region 8,18 months,₹268 crore,₹266 crore,₹10 crore,20-10-2024,11-08-2027,139,Arunachal Pradesh,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.037313433,18,5,3,0,2
DPR_0612,Infrastructure Development Project 829,Urban Development Department,Region 3,18 months,₹291 crore,₹111 crore,₹13 crore,21-04-2024,20-04-2029,106,Assam,Gangtok,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.04467354,18,5,5,1,0
DPR_0613,Infrastructure Development Project 387,Rural Development Department,Region 1,31 months,₹488 crore,₹287 crore,₹11 crore,10-01-2024,23-05-2029,159,Sikkim,Gangtok,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.022540984,31,5,3,0,0
DPR_0614,Infrastructure Development Project 378,Road Construction Department,Region 1,29 months,₹311 crore,₹321 crore,₹17 crore,02-05-2026,27-01-2029,71,Arunachal Pradesh,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.054662379,29,3,4,1,2
